words,links,capital_words,spam_word_count,is_spam
213,2,1,1,0
238,2,2,5,0
510,4,21,9,1
154,5,0,2,0
32,0,4,2,0
261,6,5,5,1
779,3,23,8,1
126,0,1,2,0
163,5,0,1,0
261,1,4,1,0
109,1,2,2,0
90,3,7,5,1
272,0,1,2,0
313,1,10,2,0
128,2,2,2,0
869,2,18,1,1
232,1,2,1,0
111,0,1,6,0
768,9,4,2,1
273,0,0,2,0
124,0,28,7,1
487,5,6,3,1
66,0,1,0,0
198,5,27,0,1
141,10,29,5,1
918,6,1,5,1
281,1,4,6,0
138,7,28,4,1
130,1,1,0,0
75,0,2,1,0
421,2,3,0,0
335,8,20,1,1
173,2,3,0,0
366,3,0,5,1
88,5,3,5,0
479,1,0,1,0
226,0,2,2,0
165,1,2,1,0
77,5,27,6,1
792,6,28,7,1
239,4,5,2,1
187,0,2,2,0
76,1,2,0,0
589,10,8,8,1
118,3,23,1,1
103,0,1,0,0
329,3,1,2,0
195,4,0,2,0
278,2,0,0,0
394,8,27,9,1
327,2,0,10,1
375,2,0,2,0
130,2,0,2,0
69,7,27,6,1
258,1,1,1,0
133,0,1,0,0
189,0,3,1,0
951,8,8,6,1
996,8,7,7,1
219,1,8,1,1
850,6,22,10,1
121,2,10,3,1
615,9,7,6,1
127,4,3,1,0
161,5,5,0,0
85,2,0,2,0
164,1,2,5,0
162,7,30,10,1
443,0,0,1,0
124,9,7,6,1
521,1,5,9,1
956,9,10,10,1
611,4,22,4,1
283,3,3,0,0
583,4,19,4,1
460,5,19,4,1
71,1,24,9,1
281,1,1,2,0
81,1,8,0,0
208,7,14,10,1
132,0,10,0,0
161,3,3,0,0
51,3,3,0,0
135,3,23,9,1
543,5,2,5,1
211,1,9,0,0
137,4,3,0,0
599,2,18,9,1
695,3,25,10,1
190,3,2,4,0
720,5,9,3,1
579,3,7,10,1
879,8,19,6,1
951,9,2,4,1
220,1,2,2,0
218,1,6,2,0
130,2,3,0,0
442,4,2,10,1
811,10,10,8,1
610,8,18,3,1
233,4,8,2,0
148,2,0,1,0
266,1,1,0,0
788,1,29,5,1
242,0,3,0,0
284,9,26,0,1
60,0,2,1,0
127,2,26,7,1
106,1,1,0,0
961,9,30,6,1
687,2,23,3,1
180,3,30,5,1
63,6,9,8,1
103,8,6,10,1
439,5,7,7,1
258,0,3,2,0
71,2,2,1,0
192,2,30,7,1
149,6,25,5,1
103,4,3,7,1
273,2,26,6,1
296,2,1,2,0
240,1,2,1,0
292,1,3,0,0
176,1,0,0,0
236,0,1,3,0
184,4,1,2,0
744,6,2,3,1
350,7,22,7,1
170,5,21,6,1
176,0,1,1,0
484,2,1,3,0
269,2,0,5,0
63,1,0,2,0
138,5,2,1,0
115,0,3,0,0
248,2,1,1,0
116,2,24,1,1
226,3,19,4,1
178,2,1,2,0
432,0,2,0,0
73,0,3,1,0
89,1,3,2,0
447,1,8,2,0
130,8,18,8,1
252,10,17,9,1
323,9,20,7,1
301,10,3,6,1
178,0,1,0,0
270,1,3,0,0
345,2,1,1,0
101,4,0,5,1
475,1,7,7,1
82,10,8,0,1
186,0,2,1,0
341,6,28,6,1
322,5,2,1,0
169,1,0,6,0
314,2,8,0,0
575,5,27,4,1
629,4,8,3,1
61,2,2,3,0
153,5,10,0,0
828,4,17,1,1
61,8,7,4,1
189,4,8,9,1
910,7,24,4,1
153,2,3,1,0
54,4,3,1,0
227,2,4,1,0
199,7,5,4,1
88,0,1,1,0
651,9,11,10,1
166,1,2,0,0
656,6,27,3,1
132,5,3,1,0
250,2,8,1,0
459,7,27,3,1
555,2,17,3,1
242,1,1,2,0
270,0,1,1,0
45,0,0,5,0
256,4,3,8,1
609,6,5,2,1
164,2,4,2,0
247,2,2,0,0
184,0,18,5,1
42,1,2,2,0
92,0,1,2,0
165,3,4,0,0
78,6,17,6,1
287,2,4,0,0
131,0,3,2,0
158,1,2,2,0
897,7,4,10,1
406,0,1,0,0
327,9,11,9,1
227,2,0,2,0
593,5,3,10,1
287,5,14,10,1
607,9,11,1,1
225,4,10,2,0
142,0,0,2,0
239,1,3,6,0
299,0,2,0,0
427,3,3,0,0
155,2,1,1,0
892,9,20,3,1
31,0,8,4,0
515,3,14,10,1
163,2,0,0,0
167,5,3,1,0
162,9,4,10,1
160,5,16,5,1
451,10,30,6,1
197,9,6,3,1
514,9,7,7,1
238,3,11,9,1
797,9,9,6,1
955,8,30,7,1
290,0,0,2,0
459,1,0,2,0
375,3,3,3,1
816,0,20,7,1
81,0,9,1,0
202,1,1,2,0
110,1,18,9,1
40,1,5,0,0
205,1,8,0,0
91,0,1,0,0
59,2,13,9,1
165,1,10,1,0
193,0,0,2,0
179,9,29,3,1
249,7,6,3,1
490,1,2,6,0
740,9,17,3,1
794,2,11,9,1
731,3,13,7,1
50,4,1,1,0
219,2,9,2,0
994,9,20,1,1
122,8,12,8,1
188,1,3,0,0
290,10,18,0,1
55,2,10,5,0
860,6,26,8,1
438,1,1,1,0
499,4,0,1,1
571,10,16,4,1
187,0,8,2,0
775,5,12,2,1
343,4,13,7,1
174,2,1,1,0
865,7,10,8,1
699,2,24,5,1
934,7,11,4,1
314,8,28,2,1
206,1,1,0,0
326,3,10,5,0
205,0,0,1,0
540,7,28,10,1
432,9,29,10,1
235,10,5,2,1
923,6,19,9,1
35,0,1,0,0
131,7,20,10,1
161,6,22,3,1
637,3,30,1,1
917,2,17,3,1
827,1,26,10,1
688,9,28,9,1
997,0,6,6,1
180,1,1,2,0
252,0,2,4,0
206,0,0,0,0
167,3,29,3,1
214,2,3,0,0
183,5,2,0,0
115,1,5,0,0
102,2,0,0,0
245,5,2,0,0
253,0,3,1,0
465,2,3,2,0
184,10,24,9,1
81,6,3,2,1
453,1,7,0,1
83,2,23,3,1
379,0,1,0,0
150,0,10,0,0
824,1,0,8,1
192,7,13,4,1
363,1,2,0,0
284,1,1,0,0
244,2,1,2,0
125,8,28,10,1
159,0,0,0,0
159,2,6,8,1
170,6,27,7,1
236,2,1,2,0
297,10,22,7,1
363,1,1,2,0
784,9,6,3,1
457,6,26,10,1
76,4,0,2,0
739,2,23,10,1
252,2,26,6,1
129,1,8,2,0
36,3,0,2,0
179,2,20,0,1
235,8,2,3,1
209,2,0,1,0
210,0,10,0,0
237,2,3,6,0
988,3,14,4,1
254,5,3,2,0
602,6,12,10,1
882,0,0,9,1
269,1,8,0,0
158,2,2,1,0
526,2,24,6,1
345,2,8,6,1
68,1,3,0,0
777,5,0,7,1
275,2,0,2,0
159,2,1,2,0
231,1,3,6,0
503,10,13,3,1
489,2,26,8,1
180,2,5,8,1
92,2,5,1,1
56,2,0,0,0
278,2,3,1,0
179,2,10,0,0
191,2,1,4,1
162,0,0,0,0
56,0,0,5,0
364,0,1,0,0
31,0,3,1,0
823,5,9,9,1
56,4,30,8,1
760,10,9,7,1
927,1,21,5,1
132,0,1,0,0
130,7,2,6,1
198,0,2,2,0
295,2,1,3,0
779,0,6,2,1
109,1,3,0,0
188,7,10,7,1
636,7,21,7,1
122,1,1,1,0
182,4,17,0,1
126,1,3,0,0
517,6,6,7,1
158,9,25,9,1
459,1,0,2,0
341,2,19,8,1
278,10,11,6,1
172,2,2,2,0
25,5,2,1,0
294,0,2,6,0
237,0,7,2,0
128,2,8,3,1
275,1,1,6,0
269,3,0,1,0
233,3,26,5,1
83,3,0,0,0
234,4,29,5,1
25,2,0,2,0
285,0,0,2,0
474,1,2,2,0
244,9,4,10,1
291,3,0,6,0
151,2,1,0,0
210,3,5,9,1
256,2,3,2,0
82,0,2,1,0
278,5,2,0,0
156,4,4,0,1
127,3,24,5,1
759,5,2,5,1
856,10,13,0,1
812,9,13,7,1
553,3,9,10,1
476,10,11,8,1
452,4,20,5,1
99,0,0,2,0
130,3,13,5,1
66,1,3,2,0
174,10,18,7,1
352,4,15,4,1
271,4,1,0,0
926,0,20,8,1
92,5,27,10,1
758,3,28,4,1
91,3,0,2,0
360,2,27,8,1
553,1,6,3,1
250,3,7,0,0
113,4,1,5,0
798,5,12,7,1
545,7,19,3,1
178,3,20,3,1
408,0,24,8,1
125,2,0,2,0
951,3,16,1,1
74,1,1,1,0
254,0,1,2,0
247,0,2,5,0
885,1,25,4,1
99,0,1,1,0
638,2,13,10,1
133,0,2,0,0
150,0,3,2,0
810,7,8,9,1
274,4,3,4,0
118,1,3,0,0
146,0,1,2,0
243,0,3,2,0
38,1,3,2,0
23,3,0,1,0
748,3,22,10,1
57,8,15,6,1
633,1,19,2,1
244,2,1,7,1
340,2,9,8,1
889,2,24,10,1
741,3,13,10,1
683,7,30,4,1
615,9,12,4,1
202,0,2,0,0
64,1,5,2,0
254,0,1,1,0
29,1,3,2,0
108,1,4,0,0
663,6,22,9,1
244,2,2,4,0
612,0,22,3,1
137,4,2,0,0
642,5,6,6,1
178,1,2,2,0
182,1,0,1,0
57,1,2,4,0
769,10,3,5,1
319,1,3,2,0
909,1,2,3,1
141,2,3,0,0
175,1,1,0,0
248,10,3,3,1
136,4,16,10,1
333,1,5,10,1
523,10,19,10,1
868,7,5,7,1
107,0,2,0,0
59,2,0,0,0
211,0,18,0,1
298,2,1,6,0
138,5,14,0,1
246,2,2,2,0
151,1,0,6,0
133,0,20,6,1
26,1,3,0,0
186,10,28,6,1
156,0,0,2,0
358,1,17,1,1
26,3,2,5,0
780,9,7,3,1
255,1,1,0,0
97,0,3,0,0
398,2,3,4,0
426,10,29,2,1
283,2,3,5,0
97,2,6,8,1
255,2,1,1,0
140,5,5,8,1
103,1,3,2,0
405,7,17,8,1
757,9,30,3,1
37,0,2,1,0
64,0,2,0,0
58,2,2,6,0
183,2,0,1,0
119,0,3,1,0
296,2,28,9,1
551,0,21,8,1
219,2,7,1,0
289,0,14,6,1
900,7,17,5,1
268,0,0,2,0
309,2,26,7,1
96,0,3,1,0
630,8,27,5,1
210,10,21,4,1
65,3,2,7,1
865,2,14,4,1
127,9,17,8,1
554,5,7,6,1
262,1,2,5,0
372,1,2,2,0
304,3,25,8,1
290,1,7,1,0
143,6,20,3,1
78,2,3,2,0
736,3,3,9,1
118,8,3,0,1
888,2,4,3,1
482,2,0,2,0
186,2,5,6,1
150,2,10,1,0
155,2,8,1,0
223,0,0,1,0
153,1,8,2,0
51,0,2,2,0
64,0,0,2,0
168,9,22,0,1
275,0,1,0,0
286,0,3,2,0
100,0,3,1,0
67,4,7,2,0
51,0,2,0,0
452,3,2,0,1
159,5,0,2,0
111,2,0,3,0
117,1,3,2,0
177,10,11,7,1
176,4,5,5,1
125,1,3,2,0
283,5,3,0,0
195,3,17,6,1
46,2,3,1,0
125,5,8,3,1
193,0,0,2,0
383,8,0,0,1
184,2,1,1,0
590,2,30,8,1
156,1,9,1,0
859,1,28,5,1
188,9,12,6,1
188,6,19,7,1
914,10,5,10,1
82,1,3,2,0
203,0,7,2,0
440,4,4,2,0
735,5,20,5,1
705,2,5,10,1
600,5,24,8,1
253,3,18,7,1
543,10,9,8,1
250,1,4,1,0
113,10,9,6,1
296,2,1,1,0
751,6,1,9,1
65,7,15,6,1
108,10,24,10,1
192,0,17,7,1
245,4,16,0,1
81,10,0,8,1
100,1,0,0,0
160,1,1,0,0
192,10,23,6,1
106,7,8,3,1
195,0,0,1,0
935,9,8,3,1
550,4,19,4,1
105,2,8,0,0
217,0,1,1,0
228,1,3,2,0
992,9,18,3,1
958,2,2,4,1
48,1,1,0,0
102,6,19,7,1
892,7,3,4,1
306,5,8,0,0
43,0,0,0,0
78,0,7,1,0
169,0,0,2,0
205,0,1,2,0
141,2,2,1,0
456,0,5,1,0
64,9,10,6,1
170,2,0,0,0
534,1,29,3,1
243,2,0,1,0
427,3,16,6,1
109,2,10,0,1
262,2,0,0,0
716,4,9,8,1
127,2,0,4,0
247,0,1,4,0
117,2,0,2,0
158,0,11,6,1
88,3,2,2,0
381,5,3,2,0
372,8,6,9,1
961,2,23,6,1
312,2,2,2,0
173,5,1,2,0
45,0,1,2,0
468,0,0,0,0
186,5,5,9,1
301,1,21,3,1
277,2,1,1,0
873,0,17,8,1
176,1,8,1,0
280,2,2,2,0
439,3,27,9,1
58,1,3,1,0
119,4,4,3,1
169,2,0,2,0
39,2,5,1,0
241,2,2,2,0
210,0,3,0,0
162,5,5,9,1
153,2,29,4,1
198,7,22,8,1
96,2,0,1,0
190,3,26,2,1
26,2,1,1,0
173,10,22,8,1
136,1,3,5,0
369,6,9,8,1
977,7,8,4,1
793,3,20,3,1
121,0,9,6,0
66,2,0,6,0
116,5,24,10,1
460,2,13,8,1
94,9,7,1,1
223,0,0,0,0
396,4,16,4,1
399,5,23,5,1
257,1,8,0,0
963,5,24,1,1
355,1,4,6,0
510,2,27,3,1
340,1,3,6,0
151,3,26,10,1
125,1,27,4,1
168,2,1,2,0
530,10,11,9,1
88,2,18,8,1
52,1,1,2,0
302,2,2,2,0
254,4,4,8,1
289,2,3,0,0
216,2,3,2,0
325,2,3,0,0
157,2,2,8,1
487,2,0,0,0
153,3,30,3,1
826,7,5,0,1
891,8,10,3,1
167,5,1,1,0
465,4,12,4,1
205,1,2,0,0
21,0,1,2,0
22,0,3,3,0
159,2,9,2,0
180,10,23,6,1
560,5,17,3,1
231,3,9,9,1
983,2,11,0,1
161,3,26,8,1
55,2,0,1,0
298,0,1,1,0
136,0,6,2,0
543,1,4,10,1
141,7,19,3,1
103,1,3,1,0
111,1,1,1,0
306,1,6,0,0
331,2,2,4,0
170,6,6,8,1
237,0,6,0,0
244,1,0,0,0
700,6,22,4,1
34,2,6,2,0
282,0,1,4,0
182,9,27,0,1
178,1,1,1,0
261,1,3,0,0
56,0,3,2,0
473,1,0,1,0
150,5,3,2,0
413,1,6,1,0
375,5,24,1,1
843,10,3,5,1
984,6,20,4,1
691,7,26,10,1
191,10,25,3,1
877,9,20,5,1
153,5,0,0,0
100,2,0,2,0
266,1,3,0,0
301,1,9,2,0
178,2,0,2,0
133,2,1,0,1
130,1,3,2,0
255,0,24,10,1
898,9,8,4,1
470,3,22,10,1
28,0,1,0,0
35,2,6,4,0
144,8,27,10,1
905,4,5,8,1
588,3,11,6,1
520,3,24,0,1
326,1,2,0,0
93,2,1,2,0
759,2,1,2,1
144,1,4,0,0
808,5,4,4,1
375,1,6,1,0
805,10,3,1,1
170,2,1,2,0
240,1,1,1,0
148,3,0,1,0
816,9,12,5,1
202,1,1,2,0
159,2,3,0,0
405,1,3,2,0
285,0,3,1,0
211,1,2,2,0
152,5,0,1,0
296,2,3,1,0
429,2,1,2,0
145,6,17,7,1
490,5,7,7,1
85,9,7,3,1
169,1,2,6,0
262,0,3,1,0
168,4,2,1,0
218,0,1,6,1
61,1,2,2,0
715,6,26,5,1
515,3,9,1,1
983,5,4,7,1
430,8,18,6,1
38,2,0,6,0
330,2,0,2,1
161,5,8,6,1
244,6,6,3,1
57,0,1,1,0
246,4,1,0,0
601,2,25,5,1
418,1,1,2,0
150,1,1,0,0
139,6,3,7,1
226,1,10,1,0
165,1,3,2,0
268,4,1,1,0
841,9,1,1,1
346,1,4,5,0
96,0,1,6,0
131,2,6,6,1
285,0,1,0,0
595,3,30,6,1
381,4,6,2,0
143,1,9,5,1
844,10,8,1,1
148,2,3,2,0
240,1,1,1,0
552,4,23,9,1
592,7,3,3,1
393,8,10,3,1
434,8,20,9,1
222,4,3,2,0
96,7,5,10,1
86,2,1,2,0
603,10,11,3,1
538,3,20,5,1
176,8,24,1,1
197,5,0,5,0
132,2,5,6,0
923,2,26,10,1
96,1,2,6,0
163,6,23,3,1
171,4,3,0,0
242,2,2,2,0
25,2,7,0,0
187,1,0,2,0
761,5,29,7,1
819,9,15,4,1
217,1,22,4,1
40,4,3,0,0
267,0,3,6,0
112,1,2,2,0
488,8,20,1,1
992,1,18,1,1
226,2,2,0,0
123,2,2,0,0
553,4,25,4,1
213,0,1,5,1
672,10,7,10,1
840,7,24,5,1
215,0,0,0,0
193,1,3,1,0
368,1,13,4,1
199,10,15,4,1
818,4,7,5,1
558,0,10,5,1
162,1,1,3,0
183,1,23,3,1
818,6,7,0,1
165,1,1,2,0
201,0,7,2,0
431,4,5,5,1
156,2,2,1,0
519,4,0,4,1
402,3,4,10,1
106,0,1,3,0
198,1,3,0,0
277,1,10,0,0
272,1,1,2,0
244,2,2,2,0
53,0,2,4,0
897,8,25,2,1
580,3,26,3,1
25,0,2,0,0
275,8,1,6,1
172,2,8,4,0
336,0,22,3,1
150,5,1,7,1
164,1,1,0,0
185,1,2,2,0
72,1,1,2,0
723,7,13,10,1
229,5,10,0,0
265,2,1,0,0
275,1,2,2,0
183,0,2,0,0
154,2,1,2,0
49,1,2,1,0
262,2,2,2,0
195,1,0,0,0
209,1,2,2,0
491,1,10,3,0
396,4,11,7,1
429,9,27,9,1
430,7,5,9,1
405,5,4,9,1
133,1,2,2,0
333,10,13,6,1
412,6,6,4,1
211,4,1,0,0
110,3,0,2,0
586,10,29,2,1
520,9,8,10,1
637,2,27,6,1
807,7,3,7,1
338,8,7,8,1
656,9,13,3,1
483,6,21,10,1
246,0,1,2,0
381,1,1,0,0
141,1,0,3,1
478,0,9,9,1
869,3,26,6,1
90,8,23,6,1
228,1,1,1,0
638,9,1,6,1
438,1,3,5,0
530,10,21,7,1
218,4,3,1,0
426,1,3,1,0
366,2,1,1,0
209,4,2,4,1
168,3,21,3,1
257,2,2,2,0
189,1,2,1,0
477,10,15,8,1
73,5,0,3,1
898,8,27,8,1
197,0,0,1,0
679,7,14,7,1
205,7,13,7,1
935,5,28,6,1
784,2,5,10,1
239,2,1,4,0
76,3,5,9,1
99,2,21,7,1
979,2,19,6,1
848,2,1,4,1
252,1,2,2,0
1000,0,30,6,1
459,7,22,7,1
308,3,19,3,1
584,9,12,1,1
451,2,5,3,1
243,10,23,7,1
138,0,0,2,0
874,6,25,4,1
217,1,1,2,0
343,0,30,10,1
143,2,1,1,0
176,1,2,1,0
909,9,12,7,1
464,2,3,1,1
824,2,20,4,1
295,3,1,2,0
359,0,0,0,1
87,2,2,1,0
284,2,3,1,0
217,1,2,1,0
837,5,2,6,1
59,1,3,2,0
860,5,16,6,1
868,10,16,5,1
34,0,0,2,0
245,0,1,2,0
622,5,1,7,1
792,3,28,9,1
112,2,6,0,0
188,3,5,4,1
199,2,2,1,0
68,1,1,1,0
120,2,21,3,1
251,3,27,6,1
838,2,6,9,1
344,1,0,0,0
119,1,11,5,1
347,9,8,0,1
210,3,5,0,0
382,4,1,6,0
703,9,27,3,1
577,6,1,5,1
255,4,1,4,0
311,1,8,5,1
114,1,20,3,1
430,1,2,0,0
322,0,2,4,0
213,7,7,2,1
734,5,20,5,1
122,2,2,2,0
97,2,3,0,0
216,1,1,2,0
293,2,6,0,0
646,4,5,7,1
160,2,2,2,0
266,0,0,3,0
305,1,5,7,1
141,1,2,3,1
295,1,2,5,0
138,0,3,0,0
107,6,14,3,1
190,9,18,8,1
277,9,24,8,1
539,4,4,3,1
127,2,10,1,0
92,1,3,1,0
781,8,22,2,1
933,8,0,3,1
777,2,5,4,1
177,6,20,3,1
576,6,2,5,1
371,4,7,6,1
242,1,0,0,0
699,7,7,6,1
249,1,3,1,0
90,1,3,2,0
458,6,5,6,1
187,4,9,5,1
587,6,1,10,1
190,1,1,1,0
140,3,24,8,1
117,7,9,10,1
181,1,3,0,0
303,4,0,1,0
177,2,1,0,0
169,0,0,2,0
374,3,17,3,1
83,0,3,2,0
247,5,2,1,0
438,4,1,0,0
83,1,0,0,0
226,1,2,2,0
610,8,20,5,1
125,4,6,10,1
271,1,3,6,0
137,3,3,2,0
300,10,30,7,1
923,4,20,5,1
204,1,1,3,0
232,1,2,2,0
340,0,2,2,0
356,10,3,9,1
143,4,5,4,1
196,0,3,4,0
298,0,2,0,0
414,4,13,10,1
160,0,3,2,0
218,3,12,10,1
119,5,1,6,0
66,2,29,3,1
115,6,20,3,1
174,1,4,2,0
288,3,6,1,0
393,0,2,5,0
289,0,1,1,0
335,0,10,9,1
757,8,0,6,1
813,9,11,0,1
778,3,10,3,1
226,0,0,4,0
140,1,5,4,0
878,5,4,5,1
892,5,6,5,1
302,0,11,7,1
300,1,4,1,0
865,10,5,6,1
69,3,29,3,1
114,0,0,0,0
293,2,1,1,0
506,10,9,10,1
679,8,7,10,1
102,2,5,10,1
250,2,3,6,0
107,0,1,2,0
343,10,21,9,1
638,2,25,1,1
241,0,9,4,0
52,3,0,2,0
50,0,1,2,0
187,4,28,9,1
614,9,19,7,1
46,1,2,0,0
223,9,30,1,1
28,1,2,2,0
139,8,2,0,1
174,1,0,4,1
244,3,1,2,0
933,3,29,4,1
57,1,2,0,0
265,4,2,0,0
341,3,11,8,1
390,6,23,3,1
92,3,17,5,1
121,0,17,4,1
493,3,0,2,0
867,8,26,10,1
104,3,3,8,1
158,1,3,0,0
261,1,3,0,0
146,0,3,0,0
269,1,3,3,0
651,10,1,9,1
170,2,16,5,1
376,2,26,7,1
195,9,14,0,1
737,2,22,1,1
118,2,6,8,1
53,1,3,2,0
184,1,2,0,0
35,1,0,2,0
923,2,17,1,1
271,2,2,0,0
71,1,2,2,0
123,9,2,3,1
129,2,21,7,1
905,5,5,7,1
85,8,4,9,1
220,9,24,2,1
165,1,0,0,0
53,2,0,2,0
116,10,25,7,1
231,4,6,10,1
809,2,28,6,1
65,5,2,2,0
217,5,0,1,0
52,2,3,0,0
665,3,4,10,1
254,0,3,1,0
130,2,9,3,1
299,9,2,3,1
141,1,10,0,0
146,4,28,5,1
325,6,3,8,1
82,2,2,1,0
638,5,22,3,1
761,3,8,4,1
174,2,2,3,0
100,7,20,5,1
290,0,1,0,0
226,1,6,2,0
184,2,0,6,0
62,1,18,2,1
290,0,1,1,0
897,9,23,10,1
131,0,2,0,0
189,2,3,2,0
243,1,3,0,0
218,1,2,2,0
67,8,23,7,1
120,0,2,0,0
324,5,25,8,1
796,3,25,2,1
208,0,0,1,0
185,2,21,6,1
244,2,0,1,0
181,2,12,2,1
241,1,10,1,0
112,2,2,0,0
137,2,0,0,0
296,3,17,0,1
